,jobId,Industry,Departments,workType
1098,40179751,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1099,40181112,Banking & Financial Services,Compliance & Risk,Full Time
1100,40182122,Science & Technology,"Environmental, Earth & Geosciences",Full Time
1101,40182457,Science & Technology,"Environmental, Earth & Geosciences",Full Time
1102,40183818,Information & Communication Technology,Developers/Programmers,Full Time
1103,40184903,Information & Communication Technology,Database Development & Administration,Full Time
1104,40189624,Information & Communication Technology,Other,Full Time
1105,40192096,Government & Defence,Government - Federal,Full Time
1106,40192105,Government & Defence,Government - Federal,Full Time
1107,40199588,Marketing & Communications,Other,Full Time
1108,40199589,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1109,40207259,Consulting & Strategy,Analysts,Full Time
1110,40207260,Government & Defence,Government - State,Full Time
1111,40207261,Information & Communication Technology,Business/Systems Analysts,Full Time
1112,40207262,Government & Defence,Government - State,Full Time
1113,40207560,Information & Communication Technology,Consultants,Full Time
1114,40207561,Information & Communication Technology,Consultants,Full Time
1115,40207630,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1116,40208095,Information & Communication Technology,Other,Full Time
1117,40208819,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1118,40209792,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1119,40209806,Information & Communication Technology,Database Development & Administration,Full Time
1120,40211856,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1121,40211857,Education & Training,Other,Full Time
1122,40211928,Information & Communication Technology,Developers/Programmers,Contract/Temp
1123,40216904,Information & Communication Technology,Developers/Programmers,Full Time
1124,40218844,Information & Communication Technology,Developers/Programmers,Contract/Temp
1125,40222531,Information & Communication Technology,Consultants,Contract/Temp
1126,40228331,Information & Communication Technology,Team Leaders,Full Time
1127,40229349,Information & Communication Technology,Consultants,Contract/Temp
1128,40231150,Information & Communication Technology,Other,Full Time
1129,40231258,Consulting & Strategy,Analysts,Full Time
1130,40231294,Information & Communication Technology,Security,Full Time
1131,40235873,Information & Communication Technology,Programme & Project Management,Full Time
1132,40236061,Banking & Financial Services,Analysis & Reporting,Full Time
1133,40236062,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1134,40236063,Information & Communication Technology,Other,Full Time
1135,40241595,Information & Communication Technology,Other,Full Time
1136,40241958,Consulting & Strategy,Analysts,Full Time
1137,40248240,Consulting & Strategy,Analysts,Full Time
1138,40256646,Information & Communication Technology,Engineering - Software,Full Time
1139,40257661,Information & Communication Technology,Business/Systems Analysts,Full Time
1140,40259750,Information & Communication Technology,Testing & Quality Assurance,Full Time
1141,40259888,Information & Communication Technology,Engineering - Software,Full Time
1142,40270044,Information & Communication Technology,Engineering - Software,Part Time
1143,40270045,Information & Communication Technology,Business/Systems Analysts,Part Time
1144,40270299,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1145,40270659,Information & Communication Technology,Developers/Programmers,Contract/Temp
1146,40271192,Information & Communication Technology,Engineering - Software,Full Time
1147,40274216,Information & Communication Technology,Other,Contract/Temp
1148,40275824,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1149,40278484,Information & Communication Technology,Developers/Programmers,Full Time
1150,40278562,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1151,40278934,Information & Communication Technology,Business/Systems Analysts,Full Time
1152,40279028,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1153,40280118,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1154,40281955,Information & Communication Technology,Engineering - Software,Full Time
1155,40288333,Consulting & Strategy,Analysts,Full Time
1156,40291869,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1157,40291989,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1158,40300581,Insurance & Superannuation,Actuarial,Full Time
1159,40300719,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1160,40300721,Education & Training,Other,Full Time
1161,40310189,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1162,40314237,Information & Communication Technology,Other,Contract/Temp
1163,40315162,Information & Communication Technology,Consultants,Full Time
1164,40315352,Information & Communication Technology,Database Development & Administration,Contract/Temp
1165,40317101,Information & Communication Technology,Engineering - Software,Full Time
1166,40318414,Information & Communication Technology,Database Development & Administration,Full Time
1167,40319244,Banking & Financial Services,Other,Full Time
1168,40321296,Information & Communication Technology,Business/Systems Analysts,Contract/Temp
1169,40324051,Information & Communication Technology,Developers/Programmers,Full Time
1170,40327897,Accounting,Financial Accounting & Reporting,Full Time
1171,40328216,Information & Communication Technology,Developers/Programmers,Full Time
1172,40329437,Information & Communication Technology,Other,Full Time
1173,40331003,Information & Communication Technology,Other,Contract/Temp
1174,40335464,Marketing & Communications,Digital & Search Marketing,Full Time
1175,40336575,Information & Communication Technology,Other,Contract/Temp
1176,40338509,Science & Technology,"Mathematics, Statistics & Information Sciences",Part Time
1177,40340593,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1178,40343977,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1179,40344499,"Mining, Resources & Energy",Natural Resources & Water,Full Time
1180,40344719,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1181,40345298,Information & Communication Technology,Business/Systems Analysts,Full Time
1182,40348405,Information & Communication Technology,Developers/Programmers,Full Time
1183,40349792,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1184,40352849,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1185,40354033,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1186,40361987,"Mining, Resources & Energy",Natural Resources & Water,Full Time
1187,40362009,"Mining, Resources & Energy",Natural Resources & Water,Full Time
1188,40363858,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1189,40365873,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time
1190,40369561,Banking & Financial Services,Funds Management,Full Time
1191,40371371,Information & Communication Technology,Other,Full Time
1192,40374288,"Mining, Resources & Energy",Other,Full Time
